step,total_loss,data_loss,curv_loss_raw,curv_loss_weighted,lambda_curv_eff,rmse_log10,mae_log10,bias_log10,max_abs_log10,p95_abs_log10,p99_abs_log10
3000,9.467595191381406e-06,1.2852326980450357e-09,946.6309814453125,9.466310075367801e-06,1e-08,2.083262326124726e-05,1.4394495114470171e-05,-9.208261974723627e-07,5.5974204428821395e-05,4.5357705885606944e-05,5.457026513191464e-05
3250,9.335898539575282e-06,1.2335887866754547e-09,933.466552734375,9.334665264759678e-06,1e-08,2.028407345998421e-05,1.4055599612417508e-05,2.372055152934292e-07,5.6729693886481414e-05,4.808523867803057e-05,5.497352381897967e-05
3500,9.210403732140549e-06,5.463586028042755e-09,920.4940795898438,9.204940397466999e-06,1e-08,3.372584174968883e-05,2.762095441733421e-05,-2.2617661085609442e-05,8.413069140544849e-05,7.73712384035007e-05,8.286283921638214e-05
3750,1.0334915714338422e-05,1.239311814060784e-06,909.5603637695312,9.095603672903962e-06,1e-08,0.0005753615328599175,0.0004774983863929145,-0.0001011718615598107,0.0011686139472626422,0.0009738772141794527,0.0011122316263600313
4000,1.6972029698081315e-05,8.00611906015547e-06,896.5910034179688,8.965909728431143e-06,1e-08,0.0018844287715064968,0.0015699619330952683,-0.0006361346138017103,0.0034652472084513164,0.003303473370411058,0.003456122249903082
4250,0.0002751178981270641,0.00026631326181814075,880.4633178710938,8.804632670944557e-06,1e-08,0.0096472287859749,0.006507362479570971,0.004655220901873821,0.026284920095971387,0.02305933893325846,0.025809440668449778
4500,8.74351189850131e-06,1.21403254116359e-09,874.229736328125,8.742297723074444e-06,1e-08,2.1015285787906315e-05,1.5699444447654576e-05,-7.500856697116917e-06,5.394366858979538e-05,3.842380775900267e-05,5.27899089473216e-05
4750,8.879847882781178e-06,1.9408138030030386e-07,868.57666015625,8.685766260896344e-06,1e-08,0.00023954525097761916,0.00019854466768743335,0.0001314821444352312,0.0004588456556291476,0.00042305284262473815,0.00045045345880033943
5000,8.57499435369391e-06,2.1862924803883743e-09,857.2808227539062,8.572807928430848e-06,1e-08,2.551721661967704e-05,1.933775812228739e-05,-3.141631139574621e-06,6.975675832343597e-05,5.611183726026424e-05,6.476185645329476e-05
5250,8.559664820495527e-06,5.1564690295435867e-08,850.8099975585938,8.50810010888381e-06,1e-08,0.0001629596065670125,0.00014001502607235189,-0.00010291681093181164,0.00028541090625466836,0.00026685830661161704,0.0002853106172930886
5500,8.451287612842862e-06,1.4110635992992115e-09,844.9876708984375,8.449876986560412e-06,1e-08,2.3183427031401703e-05,1.6696021076705103e-05,-6.18299014015513e-06,5.822340446748342e-05,5.255919631741434e-05,5.606721352581443e-05
5750,1.4059354725759476e-05,5.680025878973538e-06,837.9329223632812,8.37932930153329e-06,1e-08,0.0011954390860294808,0.0009637717440171199,0.00024317393695106828,0.002608407427985071,0.002268446595102524,0.0025772760660333557
6000,8.34253842185717e-06,2.3847967156598315e-08,831.8690795898438,8.318690561281983e-06,1e-08,6.833204877693755e-05,5.9547456545704424e-05,3.869316066459508e-05,0.00014161644379662164,0.00012520706245053854,0.00013617299531421874
6250,8.274497304228134e-06,1.7738965851776811e-09,827.2723999023438,8.272723789559677e-06,1e-08,2.5994523108813108e-05,1.97277705650309e-05,1.6496881329346246e-06,8.078124976762524e-05,4.686397050503998e-05,6.907045781257882e-05
6500,1.1343510777805932e-05,3.1091612981981598e-06,823.4349975585938,8.234349479607772e-06,1e-08,0.000755209199828239,0.0005886300096046663,-0.0004755512440201163,0.0018043822055755498,0.0015190859142923503,0.0017605606535961366
6750,1.9321436411701143e-05,1.1151124454045203e-05,817.0311279296875,8.170311048161238e-06,1e-08,0.0015709169312790167,0.0013270789532299685,0.0001470863423109018,0.0038849493677020064,0.0027414495163920784,0.0035302620652736183
7000,1.3231318007456139e-05,5.091308594273869e-06,814.0009765625,8.14000941318227e-06,1e-08,0.0015486801136194923,0.0011373522376296528,-0.0005560097404689826,0.004396548869335604,0.0034654846098497658,0.004346896787600691
7250,8.233188054873608e-06,9.664641709150601e-08,813.6541137695312,8.13654150988441e-06,1e-08,0.0002084694602499658,0.00017166900360980684,-5.0397907791974837e-05,0.0004565843779911205,0.000369519861476597,0.0004451524950807694
7500,1.1155852007505018e-05,3.077668452533544e-06,807.8184204101562,8.07818378234515e-06,1e-08,0.001142714194367288,0.0009236841030481322,1.0709985378638754e-05,0.002839726223461625,0.002032064810955436,0.0027587380774969352
7750,2.2997777705313638e-05,1.4975154044805095e-05,802.262451171875,8.022624570003245e-06,1e-08,0.0027131678163422484,0.0023936132397121583,0.0019804174451288218,0.004856903128658274,0.00463349853269026,0.004846442009307257
8000,2.9642424124176614e-05,2.1625111912726425e-05,801.7312622070312,8.01731221145019e-06,1e-08,0.003136919414696628,0.0025020955070369816,0.0006569375758061993,0.0067619727547487685,0.005836859010691864,0.006725207653271585
8250,8.521457857568748e-06,5.446136697173642e-07,797.6843872070312,7.976844244694803e-06,1e-08,0.0004671187961837519,0.0003647925923791563,0.0002429309982666608,0.0011549982989134122,0.0009376706324379921,0.0010993945195110295
8500,1.5568597518722527e-05,7.58522082833224e-06,798.3377075195312,7.983377145137638e-06,1e-08,0.0018740365215033797,0.0014496484642424637,-0.001104342857305831,0.005089214164199163,0.003629952308519701,0.005007892458413145
8750,1.31593260448426e-05,5.206040896155173e-06,795.3285522460938,7.953285603434779e-06,1e-08,0.0015928691418257716,0.001166405262892853,0.0003162966821715008,0.004632646988453004,0.002586432178738817,0.004536527609505735
9000,8.373346645385027e-06,4.617127160599921e-07,791.1633911132812,7.911633474577684e-06,1e-08,0.0003711427590427923,0.00030411984276689283,2.703287561673611e-06,0.0008913912169745686,0.0007670213213183169,0.000844493194450528
9250,7.968599675223231e-06,3.9264712370368215e-08,792.9334716796875,7.92933496995829e-06,1e-08,0.00011908889845761548,9.218707168111097e-05,3.613343993579847e-06,0.0003342451894035037,0.00023958941883703836,0.00030786822522840015
9500,7.890528650023043e-06,2.5286343685593238e-08,786.524169921875,7.86524196882965e-06,1e-08,0.00011068933314973403,8.75573419715807e-05,1.2012408086691822e-05,0.0003426924501841455,0.00019441374062800773,0.00028785779711972334
9750,9.048400897881947e-06,1.1914460174011765e-06,785.6954956054688,7.856954653107096e-06,1e-08,0.0003975958628044536,0.00032323366234024827,-0.00010680133728103143,0.0009459049034212796,0.0007850399710409128,0.0008906246750150966
10000,9.227112059306819e-06,1.396832658429048e-06,783.0279541015625,7.830279173504096e-06,1e-08,0.0005763603184529748,0.00040874918504193606,-7.035647450740849e-05,0.0022201315108763,0.0008620125693812318,0.0019226321559431422
