step,train_mse_norm,rmse_log10,mae_log10,bias_log10,max_abs_log10,p95_abs_log10,p99_abs_log10
4250,6.763593205505458e-07,0.0019377972930901214,0.0016494006411722918,-0.0016064788731507697,0.003516677135772639,0.003283284502891614,0.003452942530613469
4500,1.928919524107897e-11,2.5425150608338262e-06,1.497168626703645e-06,3.9904561432990704e-08,8.180031008109268e-06,4.856542275266662e-06,7.775767635376237e-06
4750,4.751208107500737e-13,3.949194397794198e-07,2.513183207362263e-07,-1.0153039467365401e-08,1.1863571813819362e-06,8.095890026815762e-07,1.1290145678977121e-06
5000,7.80211331197038e-14,1.5663643983349398e-07,1.1318510991945427e-07,-1.5188741270002365e-09,5.128922957453597e-07,3.1054258968765676e-07,4.3790757562334126e-07
5250,2.183922496784476e-14,8.486696502363935e-08,6.122979630197008e-08,1.1843524383436943e-08,2.609294131872275e-07,1.811526844974763e-07,2.4387393178670873e-07
5500,1.6868332495785857e-14,6.191306693061388e-08,5.363630961596755e-08,7.732017100655261e-09,1.2640042612588331e-07,9.780695409133954e-08,1.1645890451106303e-07
5750,1.1197604462046505e-14,7.272351930948646e-08,6.049734596878071e-08,-1.4264546623264453e-08,1.3814664256983633e-07,1.3437827304230149e-07,1.3770028767012832e-07
6000,1.8244215545856063e-14,8.221234752890536e-08,6.572594320649235e-08,9.48030141162668e-10,2.1775986169814132e-07,1.5318795192342795e-07,1.9986560522156068e-07
6250,2.408874796410842e-14,8.334419093761991e-08,6.853124049196627e-08,6.292989367701856e-09,1.5687214371951086e-07,1.5250705160951835e-07,1.5549335428133304e-07
6500,2.4028610318919258e-14,1.4535216430156253e-07,1.0817540687551876e-07,-3.7905713319508735e-08,4.1443993126222267e-07,2.7785851983708195e-07,3.6261575655061007e-07
6750,2.9694566805460454e-08,0.00010021460401720743,8.299189012427903e-05,-3.783607109702254e-05,0.00022547075587553422,0.00019020504568292292,0.00021730213133618994
7000,5.019155121903374e-13,4.0807513320598884e-07,2.5930002090475344e-07,1.9449812807944714e-08,1.2830140700970105e-06,9.241513725832812e-07,1.2199964210601872e-06
7250,4.4582935433690185e-14,1.2364932805397646e-07,8.923272723900969e-08,-1.097534089008637e-08,3.677925572986851e-07,2.629301593337628e-07,3.2601495437489765e-07
7500,1.6060117374438326e-14,6.209819785215807e-08,4.943368135998515e-08,-1.0153039467365401e-08,1.7268330410047383e-07,1.1740740246679584e-07,1.6771791200298475e-07
7750,1.3132563985655387e-14,7.287007130109324e-08,5.551690730412485e-08,6.498565072309334e-09,1.9254732031015465e-07,1.4055054444739307e-07,1.7474418879004345e-07
8000,1.441130336810384e-14,6.028298272484989e-08,4.7445902233500006e-08,1.2460250439904117e-08,1.5519924367879412e-07,1.188711970634415e-07,1.492719082563098e-07
8250,1.665025369911987e-14,8.800645334276783e-08,6.72309751997042e-08,7.526441649813044e-09,2.2427256496371228e-07,1.8335194500451725e-07,2.1728099923734583e-07
8500,3.490615321745036e-14,1.0735319966452992e-07,8.772587371874167e-08,6.714329680605823e-08,2.588092264943498e-07,2.2609077934276904e-07,2.5580402274627545e-07
8750,5.74535942909557e-14,1.952078771712212e-07,1.5648469110983244e-07,-5.969670167717465e-08,4.835132525471408e-07,4.211703317658074e-07,4.7581479345026873e-07
9000,9.031731806885546e-09,0.00019081900960521368,0.00015766534823986284,9.684169370716673e-05,0.00041003910182801917,0.00036584860611927884,0.0004023822767994644
9250,1.6419375581389062e-10,7.301390168884123e-06,4.365121595147532e-06,2.2584837111594425e-08,2.3935223985915854e-05,1.5085000501446898e-05,2.1899902048385638e-05
9500,7.125019975059987e-13,4.7026083626510743e-07,3.0684228191106623e-07,-1.6474481588448142e-08,1.5036627534215086e-06,9.672769542667934e-07,1.372864978854692e-06
9750,8.614121108042536e-14,1.64109163268415e-07,1.1091636295138382e-07,2.7468146276040293e-09,5.19367919338265e-07,3.395350363533111e-07,4.522902838388626e-07
10000,2.6758817736486154e-14,9.834115633620422e-08,7.626400581949881e-08,-2.5930948647593748e-08,2.948796229418349e-07,1.9873711600837383e-07,2.600386372186844e-07
