step,total_loss,data_loss,curv_loss_raw,curv_loss_weighted,lambda_curv_eff,rmse_log10,mae_log10,bias_log10,max_abs_log10,p95_abs_log10,p99_abs_log10
1,0.3929702341556549,0.3929702341556549,9.363070487976074,4.681535159534178e-09,5e-10,0.2518152668148334,0.20885136240256644,-0.03735146675007927,0.5973601805497193,0.43979084773943133,0.5354874347708318
250,0.00013821199536323547,2.0628793606647378e-07,1104.045654296875,0.00013800570741295815,1.25e-07,0.00026396572839820147,0.00019403804650478898,1.1088707484082268e-06,0.0007510763093669937,0.0005473034253478559,0.000732887414610097
500,0.00024025408492889255,8.55730149851297e-07,957.5934448242188,0.00023939835955388844,2.5e-07,0.0005367880169072689,0.0003749383852214651,3.560794686409606e-07,0.0015197155994570721,0.001235818308718172,0.0014717357783392687
750,0.00032781841582618654,1.4636235619036597e-06,870.2793579101562,0.0003263547841925174,3.75e-07,0.0007016157978162077,0.0004915984616249213,-1.4465080957376266e-06,0.0018432412915299068,0.001626418411044294,0.0018224706223512396
1000,0.0004118304932489991,2.17083061215817e-06,819.3193359375,0.0004096596676390618,5e-07,0.0008542860026444553,0.0006000002403709797,-2.1585183630754672e-06,0.0021505830365846634,0.001991303879808103,0.0021010710445739096
1250,0.0004951932351104915,3.041831860173261e-06,787.4422607421875,0.0004921514191664755,6.249999999999999e-07,0.0010112104623253093,0.0007121159289080854,-2.2944807683463373e-06,0.00245119013277062,0.0022967043023111697,0.002421414678649345
1500,0.0007994634797796607,0.00022666266886517406,763.734375,0.0005728008109144866,7.5e-07,0.0017736331356488348,0.001421778978357808,0.001035288520084546,0.004334163419896342,0.003330075941447762,0.004167219745909419
1750,0.0006561540067195892,5.183762823435245e-06,743.9660034179688,0.0006509702652692795,8.75e-07,0.0013198116047287878,0.0009385746412193913,-1.6192941877961397e-06,0.003123142945568702,0.0029575688324143807,0.0031222760927020056
2000,0.0007329026702791452,6.394921001628973e-06,726.5077514648438,0.0007265077438205481,1e-06,0.0014658867918760513,0.001046004788282783,6.206921220269514e-05,0.0035284306608414084,0.0031726372537975497,0.003518543868256092
2250,0.0007198772509582341,6.073064014344709e-06,713.80419921875,0.0007138042128644884,1e-06,0.0014278214481740718,0.0010236622065858164,-1.1241402307640042e-06,0.003365072254942092,0.0031504064369060275,0.0033609202748932352
2500,0.0007126879645511508,5.893877641938161e-06,706.7940673828125,0.0007067940896376967,1e-06,0.0014067524660162443,0.0010095078807226478,-7.378462265595856e-06,0.00330383875522422,0.0030969251224291835,0.0032983132521732374
2750,0.0007076269248500466,5.756588961958187e-06,701.870361328125,0.0007018703618086874,1e-06,0.001390161077218628,0.0009964208760677824,-8.909920729258775e-07,0.003274378983505244,0.003052265550408872,0.003265993154200917
3000,0.0007261696737259626,2.7834477805299684e-05,698.335205078125,0.0006983351777307689,1e-06,0.002414916946415146,0.0020482168626206622,0.0016662043692860216,0.004902222417834778,0.004212532299634207,0.0048586975736559165
3250,0.0007915142923593521,9.386926831211895e-05,697.64501953125,0.0006976450094953179,1e-06,0.0045079804139372915,0.003885849043831623,-0.0034215991081961135,0.007905686657476707,0.00750859875266947,0.0077498258488499505
3500,0.0006998374592512846,5.612869699689327e-06,694.224609375,0.0006942246109247208,1e-06,0.001369741920554387,0.0009868391803538891,8.959896622354588e-06,0.0031627564955822862,0.003091380693236178,0.003154002505474054
3750,0.0006980205653235316,5.5591076488781255e-06,692.46142578125,0.0006924614426679909,1e-06,0.0013776653375408483,0.0010008985177561093,-2.5444604089317056e-06,0.003393910366765951,0.0031445651877413977,0.0033373488983721162
4000,0.000696395814884454,5.492015588970389e-06,690.90380859375,0.0006909038056619465,1e-06,0.001358299560860655,0.0009676318710584534,-1.2982138279091887e-05,0.003209519134395933,0.003029368607669713,0.003191391203794946
4250,0.0006949848029762506,5.462699846248142e-06,689.5221557617188,0.0006895221304148436,1e-06,0.0013541257844820822,0.0009664429259506269,1.6660313741923005e-06,0.0032182914462577372,0.0029998863871214527,0.003193324220704934
4500,0.0006936017889529467,5.437084382720059e-06,688.1647338867188,0.0006881647277623415,1e-06,0.0013516915128765437,0.0009659894010043942,1.7301964946304066e-05,0.003261116905731498,0.002961730068340262,0.0032183505212679537
4750,0.0006923545734025538,5.473793862620369e-06,686.8807983398438,0.0006868807831779122,1e-06,0.001366011866636902,0.0009776243501669903,9.824723815629202e-05,0.0035031498250877036,0.0028137882680812076,0.0033871336004910714
5000,0.0006909359362907708,5.3759445108880755e-06,685.5599975585938,0.0006855599931441247,1e-06,0.0013453729947652917,0.0009601623416630204,1.5960765585716563e-05,0.003245057358428838,0.0029530626615883013,0.0031948711177440707
5250,0.0006906701601110399,6.274596216826467e-06,684.3955688476562,0.0006843955488875508,1e-06,0.0014195795742199192,0.000975351483736646,-2.249087248089376e-05,0.003967802817120614,0.0031009108054494295,0.003808144645209682
5500,0.0006886259070597589,5.389039415604202e-06,683.2368774414062,0.0006832368671894073,1e-06,0.0013526784556702088,0.0009494560469973445,5.986377491369004e-06,0.003257732312967221,0.003106280975796681,0.003206045109001465
5750,0.0006877321284264326,5.489469458552776e-06,682.24267578125,0.0006822426803410053,1e-06,0.0013829112383686045,0.0010021731203058372,-0.00010958845095231426,0.0038007176951175836,0.002867139248575155,0.0037538873817689294
