step,total_loss,data_loss,grad_loss,lambda_grad_eff,rmse_log10,mae_log10,bias_log10,max_abs_log10,p95_abs_log10,p99_abs_log10
7250,7.202637334557949e-06,3.155549563871318e-07,6.887082099914551,1e-06,0.00036463468109196236,0.0002713848360570161,-0.00020299148833019266,0.0010862815350964894,0.0007228521528601202,0.0009806307512764958
7500,7.1021286203176714e-06,5.093125992061687e-07,6.592816352844238,1e-06,0.0004873613573178395,0.00042369623010036453,0.00018864769318587059,0.0008861232421040199,0.0008234662896273723,0.0008666838587574508
7750,2.67965533566894e-05,2.016106191149447e-05,6.635490894317627,1e-06,0.002836080988256208,0.0022729741969608037,0.001731891633530724,0.006223025821459061,0.004994023522594925,0.006013409613979872
8000,6.650791874562856e-06,1.2868828491718887e-07,6.522103309631348,1e-06,0.00017931072301199594,0.00014003863974425862,-3.980810415370515e-05,0.000480447034814091,0.00032384632674746765,0.00043556117221681806
8250,2.1107054635649547e-05,1.4506446859741118e-05,6.600606918334961,1e-06,0.002122300565414425,0.0015794615973353573,-0.000438691530165133,0.00561369919572563,0.0047562554340180065,0.0054558498390037775
8500,3.7458372389664873e-05,3.102068149019033e-05,6.4376912117004395,1e-06,0.0031752332585754457,0.002259186885959354,0.0011334566915728317,0.00913676599186708,0.006849069507926761,0.008518515357230671
8750,3.111321711912751e-05,2.4712666345294565e-05,6.400552272796631,1e-06,0.0031707190622029804,0.0025504467442272827,-0.002049692004956987,0.006989601115863664,0.005941844666648241,0.006702076482908941
9000,7.2348047979176044e-06,9.521640436105372e-07,6.2826409339904785,1e-06,0.0005197928678127237,0.00045235634273194894,-5.0861608718604554e-05,0.000908694698535939,0.0008289837046337567,0.0008917928601803381
9250,6.344997473206604e-06,3.773212498003886e-08,6.307265281677246,1e-06,9.552409845752972e-05,7.966156581301356e-05,3.189365276894713e-05,0.0002112659825144192,0.00017631167130840447,0.00019821090430752962
9500,6.279985882429173e-06,8.705547949183767e-10,6.279115676879883,1e-06,1.4714027664471047e-05,1.1914357627934316e-05,5.707514512353655e-06,3.602173728367575e-05,2.462899400219597e-05,3.244049851362615e-05
9750,6.073688382457476e-06,4.106705375761521e-08,6.032621383666992,1e-06,0.0001374727166523955,0.00010089330853074465,-5.8819559477793094e-05,0.00034830216569226025,0.0002971038486838218,0.00033247790997497956
10000,6.471067536040209e-06,3.9389976791426307e-07,6.077167510986328,1e-06,0.00035215467565184624,0.0002734678733181302,-1.914372012878389e-05,0.0011758291380044028,0.0005816439634589441,0.0010172917670301892
10250,6.929271876288112e-06,9.266376537198084e-07,6.002634048461914,1e-06,0.0006445238074020209,0.0004136321008723816,-0.00035569433217339625,0.002001537029414635,0.0013489000148920738,0.001878786237059379
10500,6.728290827595629e-06,6.51011021091108e-07,6.077280044555664,1e-06,0.0004173540264595986,0.00034025339355336383,-0.0001336231659513301,0.0009294566351218947,0.0008158011466936619,0.0008940536440513643
10750,1.2307491488172673e-05,6.3079019128053915e-06,5.999589443206787,1e-06,0.0018342267815878162,0.0014480503781843538,0.00029738446835360035,0.00547012356806853,0.0033038222213224162,0.004876214847085419
11000,9.10256858333014e-06,3.1229837986757047e-06,5.97958517074585,1e-06,0.0012168965208485612,0.0008669378699651834,4.850450179972823e-05,0.004085912602940667,0.0023095060723891322,0.003547968473569258
11250,6.919884526723763e-06,1.0018967486757901e-06,5.917987823486328,1e-06,0.0005736494932459304,0.00046401503179195814,0.00033458232798227224,0.0018488672004313145,0.0008759906503172485,0.0015036485780407073
11500,1.9430797692621127e-05,1.3563030734076165e-05,5.867767333984375,1e-06,0.002150725167562491,0.001854170579448525,-0.000762239243574891,0.004729151374132101,0.003786167107449323,0.004592313164982701
11750,6.437114734580973e-06,5.95830499605654e-07,5.841284275054932,1e-06,0.0004951255784372402,0.00039662858234383656,-6.186670028561822e-05,0.001079172564221409,0.0009804094877812195,0.0010417309263778126
12000,0.0017831426812335849,0.0017771373968571424,6.005256652832031,1e-06,0.017285871932160198,0.012605350516353898,0.0022980227714187677,0.04958766631129663,0.03804016972410344,0.04820381746716141
12250,6.025389211572474e-06,2.8617336278458083e-10,6.0251030921936035,1e-06,9.642466143100192e-06,6.902682162238502e-06,-2.0611775338371294e-07,2.6282398920329797e-05,1.958916958031409e-05,2.375583081485997e-05
12500,6.0763541114283726e-06,3.110728619137859e-10,6.076043128967285,1e-06,1.020818018760582e-05,7.743495960972558e-06,1.3857550646026847e-06,2.5557129042397264e-05,1.9842020837579347e-05,2.4135043350828043e-05
12750,5.950850663793972e-06,2.7540925096047886e-10,5.95057487487793,1e-06,1.0210629081968957e-05,7.2850705350140695e-06,-4.548639418561471e-07,2.78710853187647e-05,2.0441939689685994e-05,2.4852007108364633e-05
13000,5.746114311477868e-06,2.5991653274104465e-10,5.745854377746582,1e-06,9.0107046904744e-06,6.727173921028395e-06,5.179700664571994e-07,2.2932342815806805e-05,1.7284273240925074e-05,2.1569988226985957e-05
13250,5.772732492914656e-06,2.578345037473895e-10,5.772474765777588,1e-06,9.294520951044892e-06,7.142916847547283e-06,3.3567611395264e-07,2.0894679824579043e-05,1.744154129488251e-05,2.0820888052703877e-05
13500,5.711208814318525e-06,2.3586854691615144e-10,5.710972785949707,1e-06,9.492621905454389e-06,6.928911411191188e-06,1.6121972201688095e-07,2.3174099441192197e-05,1.936467502412498e-05,2.17803338120781e-05
13750,5.751444859924959e-06,4.043462098479722e-08,5.711009979248047,1e-06,9.825055633629955e-05,7.774812794776003e-05,-7.424223430878351e-05,0.00025361813448121495,0.00018748185989494456,0.0002328246292758605
14000,5.8558334785629995e-06,2.4960903033388604e-07,5.606224536895752,1e-06,0.0002663344019193714,0.00022152812526099992,-2.046058450581933e-05,0.0006094974419106336,0.0005278095578744585,0.0006056201204781075
14250,5.704394425265491e-06,3.325916653196259e-09,5.70106840133667,1e-06,3.8674652707291376e-05,2.919050975636579e-05,-4.025168349783942e-06,0.0001304104905841541,6.42585313343602e-05,0.00011130194993453894
14500,9.474564649281092e-06,4.004254606115865e-06,5.470310211181641,1e-06,0.0010426342217576838,0.0008446001276024415,-0.0003271387579881134,0.003211287800727547,0.0019571783376602686,0.002706598499601749
14750,5.67119332117727e-06,1.0770998670750487e-07,5.563483238220215,1e-06,0.00022508125536196928,0.00019536913021944713,2.93768963957793e-05,0.0004445663674381706,0.00040439278526998006,0.0004348779444515215
15000,1.0340510016249027e-05,4.973871909896843e-06,5.36663818359375,1e-06,0.0015366433238836966,0.0013388214809428231,-0.0008982869882903511,0.0027094355225205646,0.0023600149338243166,0.002635000284224062
15250,6.438598575186916e-06,9.530496640763886e-07,5.485548973083496,1e-06,0.0007166039870539064,0.0005511731294390812,-2.569201493186042e-05,0.002265426341603316,0.0014637402333275578,0.0019938187567402972
15500,1.369049641652964e-05,8.21070989331929e-06,5.4797868728637695,1e-06,0.0014514101774051977,0.0011697943007738705,0.0003024970248262516,0.0038657229874949905,0.0025953349082652,0.003610754548547239
15750,5.897687060496537e-06,5.220851448939356e-07,5.3756022453308105,1e-06,0.0003861493003022704,0.0002993903197471546,3.5825769814333884e-05,0.001029710602896472,0.0007936399665388723,0.0009360979955553531
16000,5.579656772169983e-06,1.9872025802669668e-07,5.380936622619629,1e-06,0.00027028433840252185,0.00021208197326113724,-2.392231942544803e-05,0.0007492372321760143,0.0005258251684474575,0.000691860635659633
16250,5.543508905248018e-06,2.3045697616908e-07,5.313052177429199,1e-06,0.0002979425925297218,0.00022135322994943336,3.069293847130743e-05,0.0009029955350268182,0.0006181794467452477,0.000879730628418258
16500,2.02914779947605e-05,1.5070520930748899e-05,5.2209577560424805,1e-06,0.0026931750296735318,0.0019356963670958379,-0.0010491227966931455,0.008578179781064676,0.005411198813407392,0.00786996645127226
16750,5.428849817690207e-06,5.057617258330538e-08,5.378273963928223,1e-06,0.00014912470903753462,0.00011915443577359937,-3.236452775239635e-06,0.00042256334233314874,0.00027805171010255583,0.0003658341672348437
17000,7.7115246313042e-06,2.566417833804735e-06,5.145106792449951,1e-06,0.0008853423297129648,0.0007412005082891648,0.00018024217916598606,0.0020116427022802696,0.0014955690728720935,0.0019379061704609228
17250,6.134133400337305e-06,9.31210877297417e-07,5.202922821044922,1e-06,0.0005643066317603242,0.00038068460721298774,-0.0002392851761218226,0.0018497561451376043,0.0013164431320664245,0.0017258954328059051
17500,5.123290520714363e-06,3.6028946936994544e-08,5.08726167678833,1e-06,9.347842842922621e-05,7.160121638599428e-05,1.5529031627968338e-05,0.00030340518018334706,0.00019445015529910827,0.00026857018787048017
17750,5.513098130904837e-06,3.602839910854527e-07,5.152813911437988,1e-06,0.0003088372901610596,0.00020272919187499147,8.921274151291974e-06,0.001317469387624115,0.0006097476087687063,0.0010657089387187011
18000,6.690506779705174e-06,1.6039828096836573e-06,5.08652400970459,1e-06,0.0008710975383658618,0.0006457863595827261,0.0005025554639190114,0.0023578208838763715,0.0019090018793094464,0.002189759634119549
18250,1.3037538337812293e-05,7.955683031468652e-06,5.081855297088623,1e-06,0.0011909472598444258,0.0009988440174573334,-0.0007628297074093314,0.0023149207089030455,0.002238336294416676,0.0022880915060906836
18500,5.797485300718108e-06,2.5551531734890887e-07,5.541970252990723,1e-06,0.0002845616910476963,0.00019687369142260653,2.0115032507206365e-05,0.0009948127051107036,0.0005615225073341886,0.0008648361861112962
18750,5.502346084540477e-06,2.1806009775637847e-10,5.502127647399902,1e-06,8.764905148756199e-06,6.499530687325852e-06,-1.8298963064399318e-08,1.968589669409937e-05,1.790649241568687e-05,1.9133655487149065e-05
19000,5.358666385291144e-06,2.5111099311025953e-10,5.358415603637695,1e-06,9.325120919483534e-06,6.715120140789904e-06,-1.6703273760957211e-07,2.680044883263122e-05,1.732075835931823e-05,2.4783641841885623e-05
19250,5.298134965414647e-06,2.1485833945344979e-10,5.297920227050781,1e-06,9.185482249396423e-06,6.856651166588433e-06,-1.3461102282365443e-06,2.652415554571519e-05,1.6204360796479023e-05,2.3932869880596263e-05
19500,5.202574811846716e-06,1.8144011293408369e-10,5.202393531799316,1e-06,7.789840211674508e-06,5.89491985202359e-06,1.5556639967751976e-07,1.9098773458736673e-05,1.4834718806611132e-05,1.7830386457600144e-05
19750,5.320989657775499e-06,2.635512998949707e-07,5.057438373565674,1e-06,0.00037692331037607346,0.0003219261318138576,0.0003155957729738984,0.0007348462537155598,0.0006817873018087893,0.000716804856220694
20000,5.009538199374219e-06,2.6814700460064955e-10,5.009269714355469,1e-06,8.10232694981441e-06,6.053498652950193e-06,-4.1408292929983897e-07,2.2690586190421413e-05,1.7699983506869178e-05,2.094783815190125e-05
20250,4.951101345795905e-06,1.0782374992857058e-08,4.940319061279297,1e-06,6.978121445209569e-05,5.650502458126858e-05,5.2784786418193954e-05,0.0001375310014424258,0.00012671437548386063,0.00013701122800961583
20500,4.996081315766787e-06,1.9271215179195167e-10,4.995888710021973,1e-06,9.90032331305931e-06,7.5436387177943295e-06,-1.8034374239475495e-07,3.0495871545355158e-05,2.026173880915749e-05,2.7363513087319517e-05
20750,5.002065336157102e-06,6.227126592150967e-10,5.001442909240723,1e-06,9.635681022152117e-06,7.704457579640756e-06,2.7065253733008867e-06,2.1861706327896968e-05,1.9088053808591345e-05,2.137859197514302e-05
21000,5.750430318585131e-06,8.768175234763476e-07,4.873612880706787,1e-06,0.0005739506807750052,0.0004753364348615497,1.4836422535392471e-05,0.0011589099039426287,0.001026968967421826,0.001147344240252739
21250,5.981639787933091e-06,1.0901234190896503e-06,4.891516208648682,1e-06,0.00033589103448841847,0.00026635167207005104,3.3705516921246825e-05,0.0008959500562095712,0.0006298364914844256,0.0007902183541266785
21500,5.213984422880458e-06,4.4080940142521285e-07,4.773175239562988,1e-06,0.00035193168742142706,0.0002536518339060106,7.295399078926274e-05,0.0010814458472587773,0.0006445170446387926,0.0010338270145610901
21750,5.2006753321620636e-06,3.360673872521147e-07,4.864607810974121,1e-06,0.00035485750312517567,0.00029103131022195904,-3.715774949221098e-05,0.0007904476830269402,0.0006379784591278968,0.0007710182984657975
22000,5.12979886480025e-06,3.8521730516549724e-07,4.744581699371338,1e-06,0.00032739105797211356,0.0002671731214860529,-0.00013188063208991436,0.0008225324118331656,0.0006408607015841557,0.0007600519111748299
22250,5.0930125325976405e-06,3.2881214906410605e-07,4.764200210571289,1e-06,0.0003302577915165048,0.00025802876905624473,-0.00015154496906788495,0.0009370245433029112,0.0007619338899850441,0.0008801307334021753
22500,4.821284164790995e-06,8.093773118389436e-08,4.740346431732178,1e-06,0.00019490669796314535,0.00014982395315803792,3.631509057022697e-05,0.0005527174238864063,0.0003478023437045507,0.0004914978483676963
22750,4.781834377354244e-06,9.652884713773346e-09,4.772181510925293,1e-06,4.706907241152103e-05,3.756034723326064e-05,-7.880168937485485e-06,0.0001421522816613674,8.490685320827748e-05,0.00011914789118353732
23000,9.118246452999301e-06,4.37871449321392e-06,4.739531517028809,1e-06,0.0015233125498110337,0.0010759951673562998,-0.0004972681995966491,0.004647494783728945,0.0027798619279609566,0.004621979756826384
23250,4.905713922198629e-06,1.4003242654325732e-07,4.765681266784668,1e-06,0.00026067589378718145,0.00020785878407090865,7.828980210539391e-05,0.0005776108174000427,0.0005271445624041247,0.0005688832551656907
23500,7.703518349444494e-06,3.1154565931501566e-06,4.588061332702637,1e-06,0.0012255402235886248,0.0008921515314533309,-0.0007537774532993932,0.0034497087292759687,0.002735436554985604,0.0032249057358000655
23750,5.2165446504659485e-06,6.383788218045083e-07,4.5781660079956055,1e-06,0.00042127451017730195,0.0003314200997518922,9.233859109281624e-05,0.001176601676773359,0.0008359434252942493,0.001071611804831355
24000,5.599760243057972e-06,1.2815149830203154e-07,5.471608638763428,1e-06,0.00026603439324138846,0.0002083057660300792,5.606756798507259e-05,0.000672192958415252,0.0005280705236258673,0.0006540113122695955
24250,5.150197466718964e-06,1.6598121488353712e-10,5.150031566619873,1e-06,7.370762223479897e-06,5.8106583757933095e-06,5.856052557159533e-08,1.7199257111855104e-05,1.4210531773883872e-05,1.6313790200648264e-05
24500,5.232351668382762e-06,1.845643221587423e-10,5.2321672439575195,1e-06,7.678840704410623e-06,5.861851803322184e-06,-1.4308320796968268e-07,1.8995163475921117e-05,1.4774199774958413e-05,1.838329052832321e-05
24750,4.958060799253872e-06,1.9236172377201655e-10,4.957868576049805,1e-06,7.332687706063861e-06,5.747285729614962e-06,3.933922905948369e-08,1.5361517458956087e-05,1.400656578285364e-05,1.4996348270788214e-05
25000,4.990678462490905e-06,1.7239643046451647e-10,4.990506172180176,1e-06,7.766557757836489e-06,5.959738644769513e-06,-4.89553890758998e-08,1.8995163475921117e-05,1.4737941225728689e-05,1.781962897599242e-05
25250,4.889680440101074e-06,6.774094618577919e-10,4.889002799987793,1e-06,1.7231238412233347e-05,1.117618802435433e-05,6.59801558806839e-06,6.020377503901386e-05,4.14662523343878e-05,5.589932893119705e-05
25500,4.849425749853253e-06,1.647325331699534e-10,4.849261283874512,1e-06,7.354389578689548e-06,5.8687099857039694e-06,-3.730963414618654e-07,1.8822480171820644e-05,1.3967413144655431e-05,1.7615885923589748e-05
25750,4.821613401873037e-06,1.8351621611234492e-10,4.82142972946167,1e-06,8.183147275156088e-06,6.339442068731535e-06,-2.452798599572063e-07,1.9858579998199843e-05,1.576300175205602e-05,1.9020146554602483e-05
26000,4.645780791179277e-06,1.5556711474573603e-10,4.645625114440918,1e-06,7.494486001759949e-06,5.991703346596737e-06,9.286839434183424e-07,1.837350358080414e-05,1.5034328140384187e-05,1.784659081838668e-05
26250,5.143152520759031e-06,3.129981394067727e-07,4.8301544189453125,1e-06,0.0004182604648265726,0.0003193945100075302,-0.00011665335664088974,0.0009895282729175392,0.0008431576135388139,0.0009830834043775916
26500,4.67545351057197e-06,4.2529904598076484e-10,4.675028324127197,1e-06,7.550847495779622e-06,6.099350409838862e-06,1.627768659713998e-06,1.8028136972603193e-05,1.382790021171587e-05,1.698004275080932e-05
26750,4.861506113229552e-06,1.2031939888856868e-07,4.741186618804932,1e-06,0.00024606261823236614,0.00018587378673475184,-0.00014591402862211092,0.0006822097878700362,0.0004730754184865126,0.0006010883715993379
27000,4.677176093537128e-06,3.587254493453429e-09,4.67358922958374,1e-06,3.734129558116253e-05,2.7788045935268307e-05,1.1828264850963354e-06,0.00010329921180307622,7.740725581486526e-05,9.993171399507613e-05
27250,4.6462150748993736e-06,3.3252614550782766e-10,4.645882606506348,1e-06,1.2022224335487811e-05,9.962163012998206e-06,-6.672413684006258e-06,2.4407341856047537e-05,1.9996631355478904e-05,2.30385377099651e-05
27500,7.207909220596775e-06,2.5283127342845546e-06,4.679596900939941,1e-06,0.0011426589522641442,0.0008857346944779042,0.0005882492710288036,0.003115706457689882,0.0022378839689262795,0.002901611413071608
27750,4.548443030216731e-06,8.184753985673865e-10,4.547624588012695,1e-06,1.652811544057086e-05,1.450805627113892e-05,1.0421049207015323e-05,3.053642607753204e-05,2.6167646953734188e-05,2.9023568441743905e-05
28000,4.532205821305979e-06,3.665254411089336e-08,4.495553016662598,1e-06,9.474991145108684e-05,7.586984426577459e-05,-3.6513809473147163e-06,0.00021653994906500884,0.00018738543865302038,0.0002150152945065109
28250,4.659742899093544e-06,1.3219218431004265e-07,4.52755069732666,1e-06,0.00021927269978385454,0.00018381654306866478,-0.00012960113538178285,0.000500627301684986,0.0003949322168098845,0.0004905478162320519
28500,8.873106708051637e-06,4.247731794748688e-06,4.6253743171691895,1e-06,0.0009143726310015524,0.0006933640706091434,-0.0006231681790966363,0.002468566831408836,0.0015748653492351217,0.0021205237300805603
28750,1.4443354302784428e-05,9.858914381766226e-06,4.584439754486084,1e-06,0.002031847191950452,0.0017886324708672199,0.0006234759455991627,0.004332154630034779,0.003554433338656526,0.004053497917666335
29000,6.223807304195361e-06,1.765433239597769e-06,4.4583740234375,1e-06,0.0005990034759114251,0.00047559120576247594,-0.00032390117730405975,0.0015193155588821838,0.0012547087188034209,0.0014236297081042784
29250,1.8557560906629078e-05,1.3992015738040209e-05,4.565544605255127,1e-06,0.0024635905681617107,0.0018653290527875417,-0.0016091619142949484,0.00590509158571173,0.004833058079268149,0.005682443829893733
29500,1.0210285836365074e-05,5.7916081459552515e-06,4.41867733001709,1e-06,0.0011989956940061202,0.0009641304257017273,0.00031054835819392207,0.002764229502535187,0.002446058366679081,0.0026459643940013136
29750,4.743127647088841e-06,2.477288489899365e-07,4.49539852142334,1e-06,0.00026431939023917073,0.00021222989247507296,-7.151622791394596e-05,0.0006270535426615709,0.0004660077616413182,0.0005878300905166963
30000,5.78027538722381e-06,1.355945528302982e-06,4.42432975769043,1e-06,0.0007260936234141635,0.0005212344173758323,5.912036300895604e-06,0.00201642151268544,0.0014807477090930548,0.0019461655167533282
