step,train_mse_norm,rmse_log10,mae_log10,bias_log10,max_abs_log10,p95_abs_log10,p99_abs_log10
1,0.38281095027923584,0.33726396221974214,0.2898675345213527,-0.11554986986291915,0.5910038289954755,0.545657026728545,0.5818103629650134
250,0.14535915851593018,0.2206811652078888,0.1646758228640957,-0.0008052214028697708,0.6078096973508682,0.4287177656947445,0.546939082519171
500,0.08571352064609528,0.16957349279920603,0.12864633865210579,0.00042786623764983,0.5346592833334753,0.3584252718554462,0.4651060864625975
750,0.06055430695414543,0.1423699987193849,0.10041559786099115,-0.0006176728027537474,0.391796142726502,0.33723815193571144,0.3908207618238884
1000,0.03545893356204033,0.10903519968859221,0.0678354077333731,0.00016218518455211157,0.29442507949406327,0.2683422279751984,0.28618640487435554
1250,0.0183328315615654,0.07829359152715412,0.0437940070901398,1.0437129054860098e-05,0.2660395152844508,0.21156609182982203,0.26529105643200657
1500,0.00549704534932971,0.04335279181857019,0.023243109621399183,-0.003677686110104608,0.20762855871340946,0.08691029461392737,0.16726482993371375
1750,0.0007555318297818303,0.01591834980530513,0.007742071652207152,-0.0005591952463439787,0.0743141035167536,0.030927227367639053,0.061648969313122234
2000,0.00010892350837821141,0.0061016462113814484,0.0031397373100001892,-0.00033501709326412224,0.022806009998291188,0.015323145325234211,0.02022561521830743
2250,6.144250073703006e-05,0.006414236339870333,0.004791330296195971,-0.0017986777421435157,0.01924258640336518,0.013712357031254988,0.01873600252561093
2500,4.1113828046945855e-05,0.0037133470899657637,0.0015178450353688128,2.1097786420332638e-06,0.01678690474484945,0.008283878801115563,0.014142578287694784
2750,3.338149326737039e-05,0.003346476257371096,0.001266404802574614,1.049228196473943e-06,0.01607364499046149,0.008108311253890388,0.013343926466629885
3000,0.00028733740327879786,0.009801692832932758,0.008418826634542556,0.0036730633828146323,0.027431732838824274,0.014467559057412947,0.0225420483670067
3250,2.4412440325249918e-05,0.0028699293486418296,0.0011204456967535983,4.513544282304052e-05,0.014378237070690858,0.007309972162289904,0.01175677419601889
3500,2.1144938727957197e-05,0.002663559857021888,0.0008902306289910099,-1.4605766066399015e-05,0.013419675286142407,0.00690801550795699,0.010991551261630775
3750,1.830001019698102e-05,0.002477994743255833,0.000809963363623484,7.091190882152751e-06,0.012595686679931717,0.006384080116233439,0.01026611293086178
4000,1.5800307664903812e-05,0.0023022800502792875,0.0007613034600881278,-3.304059534786894e-05,0.011592895304788797,0.0060550812945659145,0.009528427425270304
4250,1.3564506843977142e-05,0.0021333539167165236,0.0006798010569399775,1.332626681809012e-06,0.010874938564521486,0.005496037660236368,0.008870487976208104
4500,1.224367952090688e-05,0.002209363381294312,0.0013881520790449422,-2.6359285966646795e-06,0.010499082559931594,0.004722803899219738,0.008313689786058018
4750,1.1121739589725621e-05,0.001977808825970157,0.001077902601356804,-0.00030088907767199046,0.008352665782254576,0.005658119936519042,0.007454927813340602
5000,1.9402434190851636e-05,0.002872827725296238,0.002366868152015097,-0.0009484092007051951,0.007919124989712145,0.005501189002741031,0.0077364282895050155
5250,1.3764561117568519e-05,0.002397638640209826,0.0018319891288199198,0.0007024282941562902,0.010357201640006863,0.0029908971388564066,0.007396482872627858
5500,1.1330981578794308e-05,0.0017969894531384136,0.0012257476441134127,0.0003654142638513407,0.008696413484944543,0.0025394437499746104,0.006253430277949348
5750,5.452073764899978e-06,0.0015622513810106342,0.0009850929130792757,0.00032731561153025233,0.007886360421395011,0.002487092431870859,0.005740182083248103
6000,4.5226511247165035e-06,0.0012315979856369124,0.0004408253959000368,-5.296062310698008e-05,0.0060927874394636206,0.003303970540081014,0.0050851738253493385
6250,3.9645819924771786e-06,0.0011587426037837662,0.000525448435349386,0.00010974622453127769,0.006120321792339567,0.0025545803050158,0.0047603835980035095
6500,3.1706672416476067e-06,0.0010313777252325476,0.0003288294913279427,1.1869128483271971e-05,0.005319360504762116,0.002584652623666619,0.00432121464134565
6750,2.7004628009308362e-06,0.0009483441488264762,0.0003445576888564024,3.8245828676170256e-05,0.004958104873553637,0.0022800738585715325,0.0039689674448302355
7000,2.206914814451011e-06,0.0008604484297834271,0.0002657800501557194,-2.859568893887583e-06,0.004401546583682858,0.002183955478184611,0.0036062033386153056
7250,3.2524706057301955e-06,0.0007954535907108077,0.00030362630709542974,-4.6902786148653573e-05,0.003879768869847311,0.002168935484374128,0.0032588904811800155
7500,1.5264924968505511e-06,0.000716488590758048,0.00023964508463835714,1.6246316188223936e-05,0.003720451253267143,0.0017569183007309632,0.0030076601036678886
7750,1.265648734261049e-06,0.0006534146566533689,0.0002231944313783834,-2.2185259007952613e-05,0.0032652882826198493,0.0017173030238841257,0.0027174632636556366
8000,1.0442420261824736e-06,0.0005915910764889958,0.00018792459264033433,6.153452442914627e-06,0.0030525575614692713,0.0014684022736608908,0.002485718275936998
8250,8.796893666840333e-07,0.0005379157023218346,0.0001824915047441845,-1.6118171158313865e-05,0.0026920725295056513,0.001408020534341676,0.0022395259338307974
8500,7.046349992378964e-07,0.00048612961490175063,0.00015131506152819103,1.918330161726225e-06,0.00249875572884406,0.0012098949353640932,0.002044551524545493
8750,9.196297696689726e-07,0.0005914616568890658,0.00044090381573011614,-0.00015941664884154352,0.0017996690265196236,0.0016031049644779714,0.0017685771099060863
9000,1.7026432033162564e-05,0.0011736679932678336,0.0010007133846024342,0.00043390089919799414,0.0035116188577113405,0.001678277810785111,0.0027696149856948193
9250,9.330256943940185e-06,0.0017797868605248764,0.001575770661313356,-0.0004593258166720526,0.003003858780967761,0.0025720415923292882,0.0029343715282488065
9500,6.33756883416936e-07,0.000848708012076222,0.0007064361850944035,0.0003088002994943532,0.002716040972146061,0.0011874358792110405,0.0021075130919232465
9750,2.7331017804499425e-07,0.0003067193640970946,0.00013027971830809854,-2.6465383020752008e-05,0.0014454803896786217,0.0008363183503907276,0.0012417609379680333
10000,2.6627225224729045e-07,0.0002927162948729031,0.00015911475220716417,4.3611364904906835e-05,0.0015292058897848904,0.0005437097760983877,0.001160005236313918
