step,total_loss,data_loss,grad_loss,lambda_grad_eff,rmse_log10,mae_log10,bias_log10,max_abs_log10,p95_abs_log10,p99_abs_log10
1,0.3929702341556549,0.3929702341556549,0.2135952115058899,5e-09,0.2518152693704032,0.20885136479238012,-0.037351464206084165,0.5973601805497193,0.43979084730772305,0.5354874383108397
250,1.3026017768424936e-05,7.758035991400902e-09,10.414608001708984,1.25e-06,4.9449090337450696e-05,3.8399202626028196e-05,9.569257526058956e-08,0.00012183213420513539,0.00010097510084525748,0.0001194295560084768
500,2.6200368665740825e-05,3.374081902762782e-09,10.478797912597656,2.5e-06,3.374654982434395e-05,2.752488010967132e-05,2.967966736716356e-07,8.323335269011523e-05,6.499790046508024e-05,8.120271189619996e-05
750,3.750506220967509e-05,8.416561669832845e-09,9.999105453491211,3.7500000000000005e-06,5.327211334274705e-05,4.3017398787473636e-05,5.163254634848749e-07,0.00012889081835609772,0.00010353103725586618,0.0001281646704146233
1000,4.759290095535107e-05,1.677737948568847e-08,9.51522445678711,5e-06,7.507994350202236e-05,5.8816902367620994e-05,1.0029232403293723e-07,0.00018104117626371874,0.00015366445417006595,0.0001801858180398419
1250,5.742572830058634e-05,2.7159380522334686e-08,9.183771133422852,6.25e-06,9.587370513259242e-05,7.330556212621564e-05,2.443749562496848e-07,0.00023733593347685655,0.00020656485149288524,0.0002320803456334985
1500,0.00012469016655813903,6.104615022195503e-05,8.485869407653809,7.500000000000001e-06,0.005778927534897966,0.004775338348335799,-0.004601642263252944,0.01043152296210259,0.009813441299787317,0.010322364263475076
1750,7.030072447378188e-05,4.353267613055323e-08,8.029393196105957,8.750000000000001e-06,0.00012131142493663124,8.962178589139433e-05,-2.458708891087521e-07,0.0003244373921837962,0.00026759361397274965,0.0003035877440216337
2000,7.454911974491552e-05,5.1871012374249403e-08,7.449725151062012,1e-05,0.00013147392058775648,9.600215930690344e-05,2.555144816110807e-06,0.0003563147301637315,0.0002791279805486546,0.0003249692852853944
2250,7.466877286788076e-05,1.8128785086446442e-06,7.285589694976807,1e-05,0.0009541696373795281,0.0008258576966499374,-0.0007958567512998473,0.001544779764019566,0.0014117065895415059,0.0014915199359421644
2500,6.952117109904066e-05,4.2785476495055264e-08,6.947839260101318,1e-05,0.000118874955266606,8.875550841146493e-05,-3.734560984268244e-07,0.0003092412614016382,0.00024764932609473424,0.0002884938244351785
2750,6.861687143100426e-05,4.100327188893971e-08,6.8575873374938965,1e-05,0.00011785376938297484,8.862280002876926e-05,2.5878569955733746e-06,0.00032947974466956964,0.00023663946830305695,0.0002927425417759718
3000,6.623700755881146e-05,6.068835745054457e-08,6.617631912231445,1e-05,0.00015996577333091073,0.0001355634389933733,9.196272223977955e-05,0.0003186279365312572,0.00027405127070938555,0.0003077357817484482
3250,6.433666567318141e-05,3.574826479280091e-08,6.430091857910156,1e-05,0.00010844582384141945,8.37213077864229e-05,9.992938514891136e-06,0.000289140924778053,0.00021256928503170507,0.000264556119422483
3500,6.451205990742892e-05,3.994395925133176e-08,6.447211742401123,1e-05,0.00012053731798378186,9.219580461294896e-05,-4.4633548936166634e-05,0.0003089198915571245,0.0002668683565341999,0.0003076637182286745
3750,0.0001826401421567425,0.0001195025397464633,6.313760757446289,1e-05,0.007881030500357496,0.006875238625813381,-0.005819586833919371,0.012514492640605113,0.012439873738130111,0.012503735238269514
4000,6.207299884408712e-05,3.130949011165285e-08,6.204169273376465,1e-05,0.00010389293444526342,7.75997332000109e-05,-1.5064616699274799e-05,0.00025322279747541643,0.00019806361737524368,0.00024060321827699117
4250,6.123165076132864e-05,1.1891373787875636e-06,6.004251480102539,1e-05,0.0006016308560795019,0.000538041495362576,-0.0003211714962495769,0.001112356714051188,0.0008775934774081229,0.0010769296645013068
4500,6.890548684168607e-05,1.0789652151288465e-05,5.811583995819092,1e-05,0.0023622242058379643,0.0017868121820299283,0.0016882993008632326,0.004992474819845327,0.0042822418109150105,0.00475919132044355
4750,6.006551120663062e-05,2.8453458256194608e-08,6.003705978393555,1e-05,0.00010481290483390862,7.854082195457579e-05,-5.376363812307058e-06,0.0002858599419948149,0.00021577876585912034,0.0002633566611896396
5000,6.330075120786205e-05,5.335472451406531e-06,5.796527862548828,1e-05,0.0014709269741309135,0.0008941818929787985,-0.0006703518362524617,0.004710386102317443,0.0038925100464386846,0.004553959988421672
5250,6.02556683588773e-05,3.733765879587736e-06,5.652190208435059,1e-05,0.0006393719082139593,0.0005532430771696776,-0.0002972761870430369,0.0012256988673371438,0.001062586971757362,0.0011938221864701678
5500,5.669689562637359e-05,3.414650961985899e-08,5.6662750244140625,1e-05,0.00010412507982080646,8.24381885998178e-05,-2.1667080610322997e-05,0.00020920391746948042,0.00020449600746665902,0.00020864512566587834
