step,train_mse_norm,rmse_log10,mae_log10,bias_log10,max_abs_log10,p95_abs_log10,p99_abs_log10
1,0.4144226908683777,0.3137117853757965,0.2627508391236851,0.00466463918291629,0.7084076039278671,0.5434919373808337,0.6783629534552337
250,0.15605956315994263,0.22891305216008484,0.17664564069743788,0.002622194177992857,0.5933188494344215,0.42613578593317053,0.545868016752395
500,0.15573576092720032,0.22865974625835217,0.17633049145387994,0.00020298974185222512,0.5889165497739093,0.42392204743143613,0.5421018706425862
750,0.15537555515766144,0.2283963431644129,0.17589124710862442,-0.00017026758458385923,0.5897217418024425,0.42391500265877324,0.5424686397926775
1000,0.15497960150241852,0.22810497497267918,0.17542720320523447,0.00017675064224316407,0.5913135267883636,0.4245711823786225,0.5435797196052223
1250,0.15762212872505188,0.22802300615575113,0.175521499261986,0.01051774634247665,0.6035297999335505,0.434434149901167,0.5554364695644503
1500,0.15404067933559418,0.2274128222686856,0.17424314576080505,5.208788683465029e-06,0.593981591767399,0.42513754864847114,0.545144548252457
1750,0.15348052978515625,0.22699871175326178,0.1735154849126515,9.639785739508289e-06,0.5957193146516246,0.4255524112212614,0.5462320141951476
2000,0.15281471610069275,0.22650542601028498,0.17261965262542756,2.500060808300712e-05,0.5978486120382165,0.4260784326273017,0.5476021215220639
2250,0.15199218690395355,0.22589455307885067,0.17180606051262534,0.00021386947741789238,0.6007793801281363,0.4269801429668347,0.5496022357374685
2500,0.15095970034599304,0.22512275622671268,0.1706975358826008,-0.0007673615263318281,0.6035819308645873,0.4272735785253921,0.5512442444968427
2750,0.15143537521362305,0.22573393926148497,0.17173221641799946,0.026846005078684277,0.6370925507079779,0.45436784325165785,0.5836978822473629
3000,0.1481112539768219,0.22298934712920762,0.1675716814209033,-5.675420805525041e-05,0.619184545193189,0.43236044660927875,0.5625964635735965
3250,0.14679282903671265,0.2219956595179374,0.16579411573416425,1.9142468316500428e-05,0.6306169224783478,0.4319010200878469,0.5694926183020572
3500,0.14568065106868744,0.22115446147445883,0.16401989943283424,2.7285475447439262e-05,0.6452589470728451,0.42596807547629284,0.5765161426816464
3750,0.14511798322200775,0.22072886392215443,0.16290136328667104,-2.7457451173881897e-05,0.6574868461214951,0.4182757228428619,0.5815708399738623
4000,0.1450912207365036,0.22078939277528142,0.1614082357593005,-0.009016739311280638,0.6532808247803139,0.41380722433147754,0.5746359319820238
4250,0.14486709237098694,0.22053861507601197,0.16267038772641856,7.277133797482331e-06,0.6620369562148944,0.4128718323878795,0.5831372377295274
4500,0.1447996199131012,0.220487247128263,0.16271721501868383,-1.1275065272542406e-06,0.6615397060058985,0.41238118861039746,0.5829076837907452
4750,0.14473280310630798,0.22043643443257563,0.16274006680165448,6.588880243435249e-05,0.6611818284918307,0.41232174626825563,0.5828480032535697
