step,train_mse_norm,rmse_log10,mae_log10,bias_log10,max_abs_log10,p95_abs_log10,p99_abs_log10
4000,1.1440553204835062e-15,2.7551328700060755e-08,2.177502085521339e-08,4.083054444812379e-09,7.21198141206969e-08,5.0529724315850885e-08,6.356355221726055e-08
4250,2.57470656801111e-15,2.8338438575884244e-08,2.230161566529887e-08,3.517722113599575e-09,7.21198141206969e-08,6.815320032771403e-08,7.112268340492277e-08
4500,3.279169470682408e-15,3.661007068793701e-08,2.6615412984654085e-08,-3.369052380990178e-09,1.3291865208486797e-07,6.729186070586477e-08,1.0674206645688832e-07
4750,3.0469644937968247e-15,3.496483705171234e-08,2.5186272538457202e-08,8.245955622025273e-09,1.1974422520211192e-07,7.446013547962585e-08,1.0847963467952572e-07
5000,4.657531362672754e-15,4.746049126171443e-08,3.6853230520183017e-08,1.574945621537641e-08,1.3671461296382859e-07,8.525272656711986e-08,1.2532774928075686e-07
5250,1.1615507648332201e-14,5.7586337508769005e-08,4.1661947754113e-08,1.9398418913513503e-08,1.8881754648703009e-07,1.1021286097090408e-07,1.6258509539568397e-07
5500,1.0901792604778044e-14,6.624421367931762e-08,5.199988363711684e-08,-5.167836740548908e-09,1.5654906171391758e-07,1.1805286463939522e-07,1.4169687002407713e-07
5750,8.545350299767052e-13,4.177935572382496e-07,3.794626678062703e-07,5.727567943734714e-08,8.472822798921698e-07,7.008680298348221e-07,8.03739770844913e-07
6000,1.4386603887361904e-14,6.219641871069777e-08,4.2081768292234756e-08,-1.6114724834960184e-08,2.0120209498486474e-07,1.064110403348195e-07,1.9559198648266825e-07
6250,1.3393110975812306e-06,0.00094212654760855,0.0005486156069721746,0.0005132014410251477,0.0030810615965108923,0.0027239666752056856,0.003045810271340503
6500,3.760397687137783e-14,8.747329416751932e-08,7.134674489301623e-08,4.0829650517691466e-08,2.0399155253869594e-07,1.5545531102389983e-07,1.9056803854056157e-07
6750,2.2830374743487702e-12,4.385748544641857e-07,3.274008705626367e-07,9.361112482001285e-08,1.4740980134320125e-06,8.71044948702603e-07,1.318852455760576e-06
7000,2.6982299061728554e-08,0.0001279197505073471,0.00010123501068341294,3.544296368734614e-06,0.00029639057706809524,0.0002464404212792813,0.0002803250849766135
7250,7.577962644325295e-14,1.517440529003025e-07,1.1626976198762068e-07,8.795780231147482e-08,4.5499446166274993e-07,2.681045611296894e-07,4.1163652072739825e-07
7500,2.867461313966341e-14,1.1220398786754798e-07,8.736765300638928e-08,-2.531422225277289e-08,2.645740266871144e-07,2.4679511998471057e-07,2.5923907667646515e-07
7750,7.421264854201581e-06,0.0017405253524966132,0.0011793465291164904,-0.0009569838679150321,0.00478786222996419,0.00386977153213337,0.0046613653463063705
8000,2.490001260735397e-10,8.454830447237336e-06,6.825527433537307e-06,2.6593467225158716e-07,2.4925326581382024e-05,1.3815236152048268e-05,2.1905537596467157e-05
8250,2.8023847686853287e-09,3.942176545590192e-05,3.375519154430726e-05,-6.457407551869954e-06,7.539581877935575e-05,6.532926077005285e-05,7.336690195929305e-05
8500,4.86811870814563e-07,0.00025587058298546226,0.000212581545253969,7.215959619530498e-05,0.0007030812076873616,0.00045341058886689807,0.0006095860440581006
8750,1.5103918826753215e-07,0.00025565432125642453,0.00022129053393774947,0.00013922922626664032,0.0004795317308090574,0.00043632269035080994,0.0004758469744802873
9000,3.937768333628355e-09,3.4155055228161604e-05,2.9771925290073264e-05,4.932649578063117e-06,8.131770209907074e-05,5.736795998787511e-05,7.511676619900592e-05
9250,1.4247862054617144e-06,0.0006565307067970014,0.0004637006678062793,1.085728012583162e-05,0.0021756643622072858,0.0010432035169606554,0.002155982023629743
9500,4.647423779147175e-08,0.00013686583372747254,0.00011409349556298512,-0.00010991459626442604,0.0003462446978357292,0.0002223874926110092,0.00030294865030739933
9750,1.2677713812081493e-06,0.0006323406784522494,0.0005130170567111932,0.00037997719682003606,0.0014531823650756337,0.0013499110984394476,0.0014478704529825492
10000,3.6467326935962774e-08,0.00010040554150939242,7.782177152703711e-05,-1.5451833746907153e-07,0.00022044178189517538,0.0002077401486077156,0.00021723223234438647
