step,total_loss,data_loss,curv_loss_raw,curv_loss_weighted,lambda_curv_eff,rmse_log10,mae_log10,bias_log10,max_abs_log10,p95_abs_log10,p99_abs_log10
4500,0.006349795497953892,0.00044677051482722163,590.3025512695312,0.005903025157749653,1e-05,0.012137502644106691,0.008628430117659527,-0.0005787825054094734,0.02849052757228776,0.027580845819133948,0.02819308771231277
4750,0.006343191023916006,0.0004396733711473644,590.351806640625,0.0059035178273916245,1e-05,0.012146735404252361,0.008631545593946088,5.728585986992874e-06,0.029047845668696226,0.02709158524486214,0.028559859590931835
5000,0.006347249262034893,0.0004478229966480285,589.942626953125,0.005899426061660051,1e-05,0.01219784190800373,0.00879557289990037,-0.0007477607763830869,0.029251017305606197,0.027233532268765435,0.028949284296954703
5250,0.006336004473268986,0.00043826462933793664,589.7739868164062,0.00589773990213871,1e-05,0.012129119053991375,0.008615988781191387,6.73978540783353e-05,0.02906456141255731,0.02693926923474831,0.0286177668648415
5500,0.0063328612595796585,0.00043799084960483015,589.487060546875,0.00589487049728632,1e-05,0.012124407905511652,0.008601448282010175,-4.566268400137592e-06,0.029123066516065776,0.026951530181065032,0.02861614847691356
5750,0.006360799539834261,0.0004395762807689607,592.122314453125,0.005921223200857639,1e-05,0.013337535091652333,0.00938867581746905,-0.0017462651857082432,0.037432904158551494,0.03241514780320452,0.03674755478530572
6000,0.006327688694000244,0.00043635559268295765,589.13330078125,0.005891332868486643,1e-05,0.012133001373878077,0.00860294363719563,7.820777753590813e-05,0.02900198098306639,0.027200769228673306,0.02841731021393812
6250,0.006336604710668325,0.00045574564137496054,588.0859375,0.005880859214812517,1e-05,0.012259077273371463,0.009312158299855306,0.00010291068955302154,0.030990740062426525,0.027030180390795508,0.02985630609145299
6500,0.006322463974356651,0.00043556297896429896,588.6901245117188,0.005886901170015335,1e-05,0.012090695475940732,0.008587903486344285,9.487891243543073e-06,0.029008957388560574,0.026857079105071593,0.028475956572388994
6750,0.006320253945887089,0.0004391469992697239,588.1107177734375,0.005881106946617365,1e-05,0.012038587082941789,0.00854777903053667,-4.445929811959713e-05,0.028476436614653267,0.027189143487099075,0.028052156516157393
7000,0.0063322484493255615,0.0004560567031148821,587.6192016601562,0.005876191891729832,1e-05,0.012518333137594465,0.008964708458381529,0.00027030253545591777,0.031916368714631105,0.02877653387823765,0.031608808084512136
7250,0.006326803006231785,0.00044790824176743627,587.8894653320312,0.005878894589841366,1e-05,0.012183541560101388,0.008625648314407904,-0.0010184542932371613,0.02829781839554535,0.02633773314883001,0.028178206403797788
